id,question,choice_0,choice_1,choice_2,label,human_expl_open-ended,gpt-theirs
87a979cfcb9db2f7bdd768702126e211,"A sailor has to do a lot of prep work before the ship can leave, but what is the first step he must take?",board ship,sail boat,coming home,0,the sailor must first board the ship before he can do any of the tasks that need done on the ship.,sailing boat is the only option that is not a ship.
955de3811b35ac7ecea69c97f2d0d8e9,"He didn't like the walk up, but living on the top floor meant there was nobody above him in the what?",office building,tall building,apartment building,2,you are most likely to be living in an apartment building.,apartment building is the only place that is not above him in the building.
b354afce5ed2889988f34abbff617797,What generally elected position might be prone to be labelled a weasel?,out of doors,washington dc,public office,2,public office is the only option that is a position that is generally elected.,"the term  public office "" refers to the office of a person who is elected."""
709912a9876e824ea97da15170fd1716,Where might you have to pay for a shopping bag now?,supermarket,home,closet,0,a supermarket is the only place one would need to purchase a shopping bag.,a shopping bag is the only place that you would have to pay for a shopping bag.
4c94922b353a58bfbb2d48f5fa83b99d,Where would you put a plate after washing it?,flea market,kitchen cupboard,dishwasher,1,you don't need a dishwasher if you've already washed the plate,dishwashing is the only option that is not a chore.
61fb05f1f134dc0c19fba0ede286d480,Why would people use airplanes?,aircraft carrier,war,sky,1,"the other two options are nouns, the answer requires a verb.",war is the only option that would use airplanes.
e1cc4e185fcdd5fe089da196a0962024,Where does a well known fox movie take place?,grassy field,inside joke,tennessee,2,there are foxes in tennessee.,a fox movie takes place in a grassy field
c720dfeda40bbc4dc914df7a05b29f48,John buys a 5 pound block of salt. Where is he likely to keep it?,fast food restaurant,kitchen cupboard,shaker,1,"a 5 pound block of salt would not fit in a shaker, and john probably doesn't have storage in a fast food restaurant, but probably has a cupboard large enough to store a 5 lb block of salt.",a shaker is the only place that would have a salt shaker in it.
39b23069e9fbb800803f304d3b940d8a,When spending a long time walking a dog what would you feel?,sore feet,tiredness,pride,1,long walks make you tired,walking a dog would be a lot of work.
cc1611666842a725a76744f2cbf5a3d7,How is someone likely to feel about a person hurting someone else?,feel remorse,bad karma,will resent,2,human beings are supposed to be compassionate creatures,people feel bad about hurting someone because they feel bad about hurting someone.
48489c36b2b4176f5190c7ba860174f2,Where do young people read about weasels?,children's story,corn fields,animated film,0,books would have information in them that they can read,children are not interested in learning about the world of the living.
30a67176a331f5dd5147c59f1af28fe8,"She caught the first snowflake of her life on her tongue, she was naively excited to be spending a what in a region that actually had snow?",december,winter,air,1,winter is the season where snow will fall if the region experiences cold weather.,the snow is the only thing that is not snow
4cf46e5eabd419210a91197c471808b3,Where would you find people who work with a round brush?,shower,art supplies,hair salon,2,art brushed as pointy and straight to draw or paint. shower brushes may be round but it's not something people work with. the only fitting answer is hair salon because they use a round brush to brush people's hair.,a round brush is the only thing that would be used to make hair grow.
3050d4a2e25969af1c2db67ff6e0738d,What do you call the period of time after you are done running before you have the energy to run again?,tie shoelace,rest,sit down,1,"resting is for regaining energy to continue an activity.  rest is a period of time, and not 'sit down' or ""tie shoelace""","when you are running, you are running to rest."
3630c46dc66a9dc884046e2477089457_1,"The boys looked at pretty girls in bikinis, where were they?",bar,car show,beach,2,people usually where bikinis at the beach.,beach is the only place where you can get a bikini.
c6bafb2fd0ba313612e61b4eee546141,What could someone who give assistance help someone else to be?,prepared,help one,helpful,0,"although the other answers make sense, by being prepared they are able to do more for people",the only person who can help someone else is someone who can help them.
077389df5c8b3b7ae82f18feb782ea98,Where would a marmot be unable to walk to another continent?,new zealand,south america,countryside,0,new zealand is an island that is separated by water from other countries,a marmot is the only place that a marmot would be able to walk to another continent.
6dee1cebca197c0d700b2baa691139e7,What could a solicitor do to warn of upcoming litigation?,claim compensation,write letter,buy house,1,writing a letter is the only way to warn of upcoming litigation.,lawyers are the only ones who can advise of future litigation.
696ad5085bebf1713f735dc886b36bbc,"If I'm feeling altruistic, one feeling I certainly don't have is what?",egoistic,selfish,misanthropic,0,the opposite of altruism (selfless) is egoistic (selfish),selfish is the only word that describes the feeling i have.
db0df427cf8dcdf84bc5b3c7f08ce8cc,What dwelling might one take a bowl to after buying it?,apartment,cupboard,refrigerator,0,dwelling in one take a bowl then buy some products is good,a cupboard is the only place that is not a cupboard.
b9b36472044073cb7e0d1c90f5617e6b,"The man has much to do, but was watching tv, what was he doing?",wasting time,arguments,get fat,0,despite having much to do a man was wasting time watching tv.,"the man is watching tv, and he is watching tv."
b86367bfccc9fb6838a8d9730e7b064f,After being on his feet all day he told his boss he was taking a break and doing what on the bench?,renewal,sitting down,not working,1,because benches are for sitting,sitting down is the only option that is the best option.
12afacde22f7ba8bdd5f16a1b791115a,"The annoying person always had a comment to share, he must think he must what?",know everything,care about,spare time,0,"most people who have an endless supply of comments or suggestions often are considered a ""know it all"".",the person who has a comment to share is the person who has a comment to share.
ba5e0c216e15e43dfb9e36bfcca74839,Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?,kitchen,stairwell,garage,0,"fires usually occur in kitchens, so that would be the most sensible place to put a fire extinguisher.",a fire extinguisher is the only place you would put a fire extinguisher in your house.
99c2adc59c681096b1f6c91904f1ba2d,Hurting someone else may cause what consequences for the offender?,legal problems,hurt feelings,public outcry,0,legal problems are the consequence for the accused.,the only way to cause a public outcry is to cause a public outcry.
